 Flight Number,Departure Delay,Arrival Delay,Airline,Origin Airport,Destination Airport,Distance,Flight Date,Delay Ratio
4426,NA,21,MQ,LGA,CMH,415,2013-01-25 13:00:00,1.05
2347,0,-19,DL,LGA,ATL,664,2013-08-20 14:00:00,-Inf
745,-9,-5, B6,JFK,PSE,1543,2013-10-26 23:00:00,0.555555555555556
2314,1,16,AA,JFK,BOS,104,2013-11-10 20:00:00,16
601,-12,-7,B6,JFK,FLL,1076,2013-09-05 06:00:00,0.583333333333333
645,-6,NA,B6,JFK,SFO,2567,2013-02-01 19:00:00,1.5
387,1,13,UA,EWR,LAX,2408,2013-04-11 07:00:00,13
503,-2,-51,DL,JFK,SAN,2392,2013-08-30 17:00:00,25.5
3868,-7,-39,9E ,JFK,ORF,355,2013-09-23 14:00:00,5.57142857142857
1496,-8,-23,UA,EWR,SNA,2524,2013-10-27 12:00:00,2.875
3737,NA,NA, NA,EWR,ORD,672,2013-04-11 07:00:00,NA
1629,29,16,DL,JFK,LAS,2334,2013-06-04 18:00:00,0.551724137931034
1044,-2,2,UA,EWR,MCO,880,2013-03-01 13:00:00,-1
1307,0,-5,B6,JFK,IAD,317,2013-01-02 17:00:00,-Inf
31,NA,NA,DL,JFK,SFO,2488,2013-02-08 17:00:00,NA
303,6,-10,AA,LGA,ORD,775,2013-06-14 06:00:00,-1.66666666666667
1730,73,54,UA,EWR,FLL,1153,2013-12-05 18:00:00,0.73972602739726
1791,47,38,WN,EWR,HOU,1451,2013-05-13 12:00:00,0.808510638297872
3330,54,31, 9E,JFK,RDU,391,2013-02-27 16:00:00,0.574074074074074
1061,8,-9,UA ,LGA,ORD,685,2013-06-30 17:00:00,-1.125
378,NA,NA,UA,EWR,SFO,NA,2013-05-06 16:00:00,-1.78571428571429
313,-6,-17,AA,LGA,ORD,723,2013-02-19 08:00:00,2.83333333333333
954,-5,-21,DL,LGA,FLL,1159,2013-10-28 10:00:00,4.2
5797,-5,-8,EV,EWR,RIC,365,2013-11-18 11:00:00,1.6
24,-5,-4,B6,JFK,BTV,219,2013-04-05 11:00:00,0.8
1747,-2,-28,DL,LGA,ATL,800,2013-08-31 09:00:00,14
1973,-7,-23, US,EWR,CLT,524,2013-05-20 18:00:00,3.28571428571429
33,-2,-27,AA,JFK,LAX,2501,2013-09-24 08:00:00,13.5
3762,-11,-11,9E,EWR,CVG,653,2013-02-06 13:00:00,1
56,-7,-7,B6,JFK,BTV,353,2013-02-12 09:00:00,1
3380,NA,NA,NA ,JFK,JAX,779,2013-06-28 19:00:00,NA
1834,-8,-26,US,EWR,CLT,542,2013-11-30 15:00:00,3.25
395,-1,1,UA,EWR,FLL,1165,2013-10-23 14:00:00,-1
3317,-10,-16,9E,JFK,BUF,377,2013-09-08 08:00:00,1.6
4368,117,99, EV,EWR,DAY,485,2013-10-10 20:00:00,0.846153846153846
715,NA,NA,AA,LGA,DFW,1464,2013-02-09 07:00:00,NA
2167,6,-13,US,LGA,DCA,166,2013-03-02 09:00:00,-2.16666666666667
4204,7,44,EV,EWR,OKC,1346,2013-12-13 20:00:00,6.28571428571429
573,0,-5,B6,EWR,TPA,980,2013-10-13 15:00:00,-Inf
1554,5,-12,UA,EWR,FLL,970,2013-11-06 14:00:00,-2.4
1837,NA,6,AA,LGA,MIA,1034,2013-07-12 06:00:00,-1.2
2774,29,2,WN ,EWR,BWI,75,2013-01-05 17:00:00,0.0689655172413793
1982,-5,-25, DL,LGA,MIA,1105,2013-08-18 15:00:00,5
5273,21,3,EV,LGA,PIT,381,2013-01-18 11:00:00,0.142857142857143
2098,6,19,DL,LGA,MIA,1080,2013-10-02 11:00:00,3.16666666666667
705,19,-12,B6,JFK,SJU,NA,2013-03-11 13:00:00,-0.631578947368421
3538,50,38,9E,JFK,MSP,999,2013-10-16 08:00:00,0.76
601,4,-9,B6,JFK,FLL,1078,2013-08-12 06:00:00,-2.25
5395,-4,4,EV,LGA,CMH,383,2013-10-13 13:00:00,-1
543,1,-22,AA,JFK,MIA,1090,2013-01-14 17:00:00,-22
649,NA,NA, NA,EWR,LAS,2206,2013-08-24 17:00:00,0.508771929824561
2130,-13,-7,US,LGA,BOS,206,2013-03-18 14:00:00,0.538461538461538
4300,-3,-11,EV ,EWR,RIC,250,2013-07-17 16:00:00,3.66666666666667
1942,-6,-9,DL,EWR,ATL,741,2013-09-18 15:00:00,1.5
509,2,8,B6,EWR,FLL,1153,2013-03-18 16:00:00,4
519,107,77,WN,LGA,MDW,769,2013-02-27 21:00:00,0.719626168224299
1591,19,8,UA,EWR,IAH,1346,2013-12-09 10:00:00,0.421052631578947
53,-4,-7,B6,JFK,PBI,1027,2013-08-25 10:00:00,1.75
2267,1,-17, AA,LGA,MIA,1054,2013-04-10 07:00:00,-17
1779,-1,57,DL,LGA,FLL,1016,2013-03-24 17:00:00,-57
3968,NA,-6,9E,JFK,PHL,161,2013-03-27 16:00:00,1.2
1905,-6,-17,AA,EWR,DFW,1458,2013-03-20 17:00:00,2.83333333333333
863,-5,-15,DL,JFK,LAX,2445,2013-04-19 12:00:00,3
3868,144,129,9E ,JFK,RDU,404,2013-10-16 08:00:00,0.895833333333333
4479,-3,-6,EV,EWR,PWM,353,2013-01-01 10:00:00,2
785,-7,NA,UA,EWR,LAX,2433,2013-12-11 06:00:00,0.428571428571429
4562,4,-7, EV,EWR,RIC,305,2013-03-01 16:00:00,-1.75
1271,-4,-1,DL,JFK,FLL,1106,2013-03-24 08:00:00,0.25
3744,-7,-11,MQ,EWR,ORD,744,2013-01-10 21:00:00,1.57142857142857
4640,9,-5,EV,EWR,DAY,524,2013-03-13 12:00:00,-0.555555555555556
1643,NA,3,NA,EWR,DEN,NA,2013-10-22 08:00:00,1
85,-3,-39,AA,JFK,SFO,2651,2013-06-06 15:00:00,13
675,1,-10,US,EWR,CLT,555,2013-01-23 08:00:00,-10
874,19,26,DL,LGA,MIA,1186,2013-11-19 09:00:00,1.36842105263158
2437,22,68, AA ,LGA,MIA,1178,2013-10-23 19:00:00,3.09090909090909
3843,0,-8,EV,EWR,GRR,627,2013-12-23 07:00:00,-Inf
3669,-7,-14,MQ,LGA,ATL,853,2013-06-14 14:00:00,2
1415,-3,-40,DL,JFK,SLC,1986,2013-05-04 07:00:00,13.3333333333333
642,0,-24,UA,JFK,SFO,2591,2013-08-20 10:00:00,-Inf
1589,NA,NA,AA,EWR,DFW,1429,2013-02-11 09:00:00,NA
2502,NA,NA,B6,JFK,BUF,326,2013-10-14 12:00:00,0.875
45,5,23,AA,JFK,LAS,2210,2013-10-30 17:00:00,4.6
373,35,35, US,JFK,CLT,636,2013-02-15 18:00:00,1
679,10,-5,B6,JFK,LAX,2378,2013-05-16 09:00:00,-0.5
5796,405,394,EV,EWR,CLT,460,2013-12-05 09:00:00,0.97283950617284
313,-12,-32,AA ,LGA,ORD,778,2013-10-19 09:00:00,2.66666666666667
2363,-1,-12,DL,JFK,LAX,2509,2013-04-26 21:00:00,12
4127,-3,-29,9E,JFK,IAD,323,2013-06-08 19:00:00,9.66666666666667
1131,-9,-24,DL,LGA,DTW,545,2013-12-26 12:00:00,2.66666666666667
59,25,5,AA,JFK,SFO,2601,2013-04-06 08:00:00,0.2
4533,NA,-4, NA,EWR,BUF,323,2013-05-31 06:00:00,1
4137,-3,-17,EV,EWR,ATL,687,2013-09-23 06:00:00,5.66666666666667
1143,11,-6,UA,EWR,SFO,2479,2013-08-03 15:00:00,-0.545454545454545
4548,5,-12,EV,EWR,RDU,411,2013-10-05 08:00:00,-2.4
1722,1,-11,UA,EWR,MCO,939,2013-07-29 06:00:00,-11
1534,237,NA,UA,EWR,MIA,NA,2013-05-23 14:00:00,1.07594936708861
426,-3,-6,DL ,JFK,LAX,2555,2013-12-04 18:00:00,2
1532,16,19,UA,EWR,SFO,2498,2013-08-11 19:00:00,1.1875
331,-7,-7, AA,LGA,ORD,707,2013-08-03 13:00:00,1
3315,171,163,9E,JFK,MSP,1107,2013-06-04 16:00:00,0.953216374269006
206,NA,17,UA,EWR,IAH,1483,2013-07-09 15:00:00,5.66666666666667
3542,193,178,9E,JFK,MSP,1025,2013-06-28 18:00:00,0.922279792746114
763,-4,18,DL,JFK,LAX,2475,2013-01-24 07:00:00,-4.5
1109,-3,26,UA,EWR,MCO,881,2013-08-23 17:00:00,-8.66666666666667
4100,34,22,EV,EWR,MEM,965,2013-11-19 13:00:00,0.647058823529412
331,NA,NA,UA,LGA,ORD,731,2013-12-12 08:00:00,NA
3691,-3,-31, WN,EWR,MSY,1246,2013-12-16 18:00:00,10.3333333333333
1813,-2,-11,AA ,JFK,MCO,949,2013-03-18 14:00:00,5.5
711,-1,-4,AA,LGA,DFW,1381,2013-03-21 06:00:00,4
373,4,-5,UA,EWR,TPA,1039,2013-11-24 18:00:00,-1.25
677,NA,NA,NA,JFK,LAX,2406,2013-05-28 20:00:00,0
715,-6,-19,AA,LGA,DFW,1324,2013-08-18 07:00:00,3.16666666666667
1167,-7,-24,DL,JFK,TPA,942,2013-10-27 08:00:00,3.42857142857143
4691,-9,-9,EV,EWR,DAY,446,2013-07-30 08:00:00,1
2177,12,-6, US,LGA,DCA,257,2013-09-07 11:00:00,-0.5
477,-3,-5,WN,EWR,BWI,70,2013-01-08 12:00:00,1.66666666666667
219,3,10,B6,JFK,CLT,480,2013-01-06 08:00:00,3.33333333333333
327,6,-4,B6,EWR,MCO,1036,2013-09-24 17:00:00,-0.666666666666667
1903,-7,7,DL ,LGA,SRQ,1006,2013-03-13 10:00:00,-1
1427,-6,4,US,JFK,CLT,527,2013-04-01 10:00:00,-0.666666666666667
1155,NA,16,AA,LGA,DFW,NA,2013-12-20 14:00:00,1.23076923076923
127,37,26,B6,EWR,MCO,1015,2013-03-04 13:00:00,0.702702702702703
1385,-1,-28, DL,JFK,FLL,997,2013-02-05 19:00:00,28
721,129,121,FL,LGA,CAK,323,2013-03-25 14:00:00,0.937984496124031
3134,53,63,MQ,EWR,ORD,632,2013-10-15 18:00:00,1.18867924528302
24,58,NA,B6,JFK,SYR,164,2013-06-11 17:00:00,0.844827586206897
3501,128,149,MQ,LGA,RDU,351,2013-12-08 18:00:00,1.1640625
3314,NA,NA,9E,JFK,BOS,281,2013-03-08 08:00:00,NA
4349,30,19,WN,EWR,MSY,1201,2013-12-29 18:00:00,0.633333333333333
45,2,3,AA ,JFK,LAS,2161,2013-12-18 17:00:00,1.5
456,NA,-10, NA,EWR,ORD,738,2013-06-12 12:00:00,2.5
789,-5,-23,UA,EWR,FLL,1084,2013-01-11 10:00:00,4.6
391,-2,-12,B6,LGA,MCO,985,2013-04-24 17:00:00,6
1103,11,34,US,EWR,CLT,586,2013-01-28 10:00:00,3.09090909090909
5716,0,-3,EV,JFK,IAD,181,2013-05-04 06:00:00,-Inf
4380,-4,-34,EV,EWR,MSP,971,2013-07-07 08:00:00,8.5
3550,-5,0,MQ,LGA,ATL,760,2013-12-12 06:00:00,0
1499,13,25,DL,LGA,ATL,813,2013-04-26 17:00:00,1.92307692307692
4658,-6,-8, MQ,LGA,ATL,720,2013-01-29 12:00:00,1.33333333333333
415,-6,-7,VX,JFK,LAX,2496,2013-06-15 20:00:00,1.16666666666667
1101,NA,NA,B6 ,JFK,FLL,1106,2013-02-22 09:00:00,4.75
183,-6,-42,VX,EWR,SFO,2575,2013-09-06 07:00:00,7
36,-1,-8,B6,JFK,ROC,358,2013-02-11 17:00:00,8
1875,2,4,DL,LGA,TPA,989,2013-06-06 11:00:00,2
509,5,-21,B6,EWR,FLL,1135,2013-01-27 17:00:00,-4.2
4543,91,97,EV,EWR,DSM,NA,2013-11-04 20:00:00,1.06593406593407
4388,37,39, EV,EWR,PIT,391,2013-03-19 12:00:00,1.05405405405405
3838,56,60,EV,EWR,ROC,281,2013-07-09 12:00:00,1.07142857142857
935,12,-4,DL,EWR,ATL,806,2013-02-06 14:00:00,-0.333333333333333
257,-1,0,UA,JFK,SFO,2578,2013-12-15 15:00:00,0
213,NA,-16,NA,JFK,LGB,2509,2013-08-15 13:00:00,3.2
108,-2,-16,B6 ,JFK,PWM,247,2013-06-21 22:00:00,8
1947,47,NA,DL,LGA,ATL,698,2013-01-30 12:00:00,NA
1692,3,3,UA,EWR,SAN,2407,2013-09-25 17:00:00,1
705,0,3, B6,JFK,SJU,1638,2013-02-05 13:00:00,Inf
1615,18,NA,UA,EWR,AUS,1404,2013-09-14 20:00:00,-0.944444444444444
1942,115,120,DL,EWR,ATL,841,2013-06-25 15:00:00,1.04347826086957
257,-3,-30,UA,JFK,SFO,2619,2013-12-23 15:00:00,10
4119,-12,-16,EV,EWR,RIC,202,2013-05-05 20:00:00,1.33333333333333
2840,-4,0,MQ,LGA,STL,926,2013-12-19 15:00:00,0
3826,NA,-3,9E,JFK,CHS,545,2013-04-21 19:00:00,0.25
1639,23,12,B6,LGA,RSW,1159,2013-06-28 13:00:00,0.521739130434783
5714,1,-9, EV ,JFK,IAD,310,2013-09-18 19:00:00,-9
4140,38,38,EV,EWR,ATL,660,2013-03-24 09:00:00,1
2219,36,32,DL,LGA,MSP,989,2013-12-19 11:00:00,0.888888888888889
581,-3,-32,B6,JFK,HOU,1371,2013-09-08 13:00:00,10.6666666666667
11,-7,-30,VX,JFK,SFO,2506,2013-10-19 07:00:00,4.28571428571429
918,3,-11,B6,JFK,BOS,111,2013-08-21 16:00:00,-3.66666666666667
4649,-7,-12,EV,EWR,CLT,439,2013-10-12 12:00:00,1.71428571428571
3926,26,-2,9E,JFK,SDF,756,2013-07-08 16:00:00,-0.0769230769230769
4658,NA,NA, NA,LGA,ATL,NA,2013-03-05 12:00:00,1.71428571428571
3790,95,124,YV,LGA,IAD,140,2013-04-25 16:00:00,1.30526315789474
3818,0,-5,EV,EWR,STL,814,2013-02-25 13:00:00,-Inf
3391,-11,-8,MQ ,LGA,CMH,405,2013-10-19 15:00:00,0.727272727272727
1373,1,-3,DL,JFK,MIA,1098,2013-04-26 16:00:00,-3
3272,-8,-27,MQ,LGA,CLE,407,2013-10-08 08:00:00,3.375
2191,-9,1,US,LGA,DCA,132,2013-04-05 21:00:00,-0.111111111111111
5855,209,195,EV,EWR,SDF,678,2013-06-02 21:00:00,0.933014354066986
419,0,-23, DL,JFK,SEA,2352,2013-12-02 15:00:00,-Inf
382,-12,22,DL,LGA,TPA,1065,2013-12-10 08:00:00,-1.83333333333333
1838,NA,-26,AA,JFK,BOS,252,2013-08-05 08:00:00,3.71428571428571
2331,4,-8,DL,LGA,DTW,521,2013-02-15 17:00:00,-2
15,-6,-22,AS,EWR,SEA,2481,2013-11-01 07:00:00,3.66666666666667
2134,-9,NA,US,LGA,BOS,196,2013-12-12 06:00:00,NA
116,-8,-18,B6 ,JFK,SYR,219,2013-11-03 09:00:00,2.25
3231,-5,NA,MQ,JFK,PIT,288,2013-08-17 14:00:00,5.4
207,-7,21, UA,EWR,SFO,2562,2013-07-31 08:00:00,-3
789,10,6,UA,EWR,IAH,1344,2013-06-16 21:00:00,0.6
5299,-10,10,EV,LGA,MEM,941,2013-11-12 13:00:00,-1
163,31,33,B6,JFK,SRQ,1112,2013-07-23 07:00:00,1.06451612903226
2138,NA,-18,NA,LGA,BOS,140,2013-05-14 18:00:00,-Inf
927,-8,-17,B6,EWR,MCO,982,2013-11-10 14:00:00,2.125
483,19,65,B6,JFK,MCO,960,2013-07-29 09:00:00,3.42105263157895
687,7,-25,UA,LGA,ORD,640,2013-09-03 13:00:00,-3.57142857142857
4202,NA,NA, EV,EWR,STL,936,2013-12-14 17:00:00,NA
11,-1,-20,VX ,JFK,SFO,NA,2013-08-19 07:00:00,20
815,10,26,WN,EWR,HOU,1483,2013-03-18 07:00:00,2.6
1073,10,41,AA,LGA,MIA,1087,2013-11-27 13:00:00,4.1
1903,1,9,DL,LGA,SRQ,980,2013-04-04 10:00:00,9
4447,-13,-24,MQ,LGA,RDU,413,2013-04-06 15:00:00,1.84615384615385
394,NA,NA,UA,LGA,ORD,718,2013-03-14 12:00:00,8
675,6,-1,US,EWR,CLT,600,2013-05-21 08:00:00,-0.166666666666667
619,-5,-30, B6,JFK,JAX,782,2013-04-06 20:00:00,6
1177,-2,-19,UA,EWR,ORD,779,2013-11-11 07:00:00,9.5
2138,-11,-18,US,LGA,BOS,273,2013-08-06 08:00:00,1.63636363636364
3854,NA,NA,EV,EWR,ATL,820,2013-07-21 16:00:00,NA
3,4,-17,AA ,JFK,LAX,2474,2013-04-29 12:00:00,-4.25
1711,3,-25,UA,EWR,IAH,1470,2013-09-28 10:00:00,-8.33333333333333
1338,-3,-17,B6,JFK,MVY,81,2013-07-09 13:00:00,5.66666666666667
2163,-7,-8,US,LGA,DCA,134,2013-06-19 07:00:00,1.14285714285714
1677,NA,-24, NA,EWR,SFO,2664,2013-06-27 05:00:00,-24
65,-6,-20,B6,JFK,TPA,999,2013-05-19 10:00:00,3.33333333333333
393,0,5,B6,LGA,MCO,942,2013-03-31 14:00:00,Inf
625,-2,20,B6,JFK,HOU,1328,2013-01-03 11:00:00,-10
1178,-3,-8,B6,EWR,BOS,133,2013-01-29 20:00:00,2.66666666666667
4662,64,NA,MQ,LGA,ATL,811,2013-04-01 20:00:00,0.890625
1109,-7,10,DL,LGA,TPA,1053,2013-01-03 08:00:00,-1.42857142857143
542,-3,-13,WN ,LGA,MDW,629,2013-01-29 11:00:00,4.33333333333333
837,3,104, F9,LGA,DEN,1646,2013-01-25 17:00:00,34.6666666666667
5293,58,69,EV,LGA,ORF,290,2013-10-23 15:00:00,1.18965517241379
4645,NA,-11,EV,EWR,JAX,NA,2013-11-05 20:00:00,11
4255,16,12,EV,EWR,CHS,603,2013-09-03 10:00:00,0.75
345,2,-36,WN,LGA,DEN,1585,2013-06-20 17:00:00,-18
1545,-6,4,UA,EWR,IAH,1464,2013-03-11 05:00:00,-0.666666666666667
327,219,224,B6,EWR,MCO,1001,2013-09-12 17:00:00,1.02283105022831
4588,-1,4,MQ,LGA,MSP,1070,2013-04-06 14:00:00,-4
773,-6,-8, AA,LGA,DFW,1391,2013-02-20 16:00:00,1.33333333333333
127,-1,-28,DL,JFK,LAX,2541,2013-01-13 17:00:00,28
4691,11,4,EV ,EWR,DAY,511,2013-11-11 08:00:00,0.363636363636364
1734,5,-28,UA,LGA,IAH,1465,2013-01-27 12:00:00,-5.6
4321,NA,NA,NA,EWR,MCI,1170,2013-11-08 20:00:00,0.916666666666667
4334,-4,-3,EV,EWR,CMH,417,2013-03-22 06:00:00,0.75
425,-3,-14,US,JFK,CLT,576,2013-10-17 18:00:00,4.66666666666667
1127,26,0,UA,EWR,SFO,2603,2013-05-05 17:00:00,0
4555,11,-3, EV,EWR,OMA,1050,2013-02-15 20:00:00,-0.272727272727273
3675,-10,-18,MQ,LGA,BNA,822,2013-12-28 09:00:00,1.8
4998,-3,-12,EV,LGA,MCI,1053,2013-05-17 19:00:00,4
355,2,-20,UA,EWR,MCO,981,2013-03-11 14:00:00,-10
791,-8,-29,AA,LGA,DFW,1377,2013-03-26 19:00:00,3.625
308,76,86,B6 ,JFK,PWM,335,2013-08-13 13:00:00,1.13157894736842
1189,NA,-38,UA,EWR,ORD,812,2013-05-13 16:00:00,-9.5
409,-8,-4,US,EWR,CLT,552,2013-10-23 08:00:00,0.5
1643,7,-34, UA,EWR,DEN,1638,2013-08-26 08:00:00,-4.85714285714286
863,134,97,DL,JFK,LAX,2570,2013-07-17 12:00:00,0.723880597014925
2042,8,17,DL,EWR,ATL,792,2013-09-26 17:00:00,2.125
2044,-4,NA,DL,LGA,MIA,NA,2013-01-20 10:00:00,4.75
2449,9,18,DL,LGA,FLL,1063,2013-12-27 17:00:00,2
4601,16,31,MQ,LGA,BNA,704,2013-03-19 12:00:00,1.9375
4911,-2,60,EV,EWR,DTW,540,2013-01-16 06:00:00,-30
2343,-3,-12,DL,EWR,ATL,770,2013-03-28 10:00:00,4
79,NA,-7, NA ,JFK,MCO,953,2013-03-06 06:00:00,-7
4543,134,119,EV,EWR,DSM,966,2013-03-25 19:00:00,0.888059701492537
4129,6,3,EV,EWR,DCA,174,2013-01-03 13:00:00,0.5
1626,2,-18,UA,EWR,SAN,2411,2013-05-07 09:00:00,-9
1178,11,0,B6,EWR,BOS,175,2013-03-26 20:00:00,0
512,27,9,UA,JFK,SFO,2511,2013-10-10 17:00:00,0.333333333333333
2116,-8,-5,US,LGA,BOS,280,2013-07-11 07:00:00,0.625
2165,-6,-16,DL,EWR,MSP,1005,2013-04-19 08:00:00,2.66666666666667
3461,63,60, MQ,LGA,BNA,703,2013-10-11 12:00:00,0.952380952380952
525,-8,-32,B6,JFK,TPA,1085,2013-09-10 06:00:00,4
683,NA,NA,B6,JFK,MCO,957,2013-07-01 07:00:00,1.65384615384615
3325,0,32,9E ,JFK,DFW,1405,2013-06-16 14:00:00,Inf
5038,-2,-20,EV,LGA,BHM,855,2013-01-17 18:00:00,10
407,-1,-18,VX,JFK,LAX,2455,2013-09-17 09:00:00,18
1903,2,2,DL,LGA,SRQ,1141,2013-08-14 10:00:00,1
947,-6,12,DL,LGA,ATL,794,2013-09-26 19:00:00,-2
1357,32,13, AA,JFK,SJU,1549,2013-08-27 08:00:00,0.40625
2003,NA,NA,DL,LGA,MIA,1012,2013-02-09 07:00:00,NA
707,-1,5,AA,LGA,DFW,1325,2013-08-09 06:00:00,-5
3,-8,-5,B6,JFK,SJU,1606,2013-10-23 07:00:00,0.625
1935,NA,6,NA,LGA,TPA,NA,2013-08-24 15:00:00,0.333333333333333
4255,15,-4,EV,EWR,CHS,656,2013-11-22 10:00:00,-0.266666666666667
927,-3,-4,B6 ,EWR,MCO,976,2013-03-03 21:00:00,1.33333333333333
1529,-1,12,DL,JFK,LAS,2223,2013-07-29 10:00:00,-12
773,-9,17, AA,LGA,DFW,1290,2013-02-22 16:00:00,-1.88888888888889
301,74,NA,UA,EWR,MCO,853,2013-02-17 22:00:00,0.472972972972973
586,19,10,B6,JFK,ROC,209,2013-07-20 09:00:00,0.526315789473684
5503,-6,-29,EV,EWR,MSP,1074,2013-10-23 06:00:00,4.83333333333333
3523,15,-6,9E,JFK,ORD,783,2013-02-19 15:00:00,-0.4
1242,3,6,UA,EWR,FLL,1155,2013-06-14 14:00:00,2
905,NA,16,B6,JFK,ORD,658,2013-06-27 06:00:00,3.2
518,-3,-13,B6,JFK,BOS,174,2013-11-12 10:00:00,4.33333333333333
4333,122,146, EV,EWR,TUL,1259,2013-12-23 20:00:00,1.19672131147541
1481,225,207,UA ,EWR,SJU,1580,2013-03-29 07:00:00,0.92
1873,-2,-15,WN,EWR,DEN,1515,2013-09-06 15:00:00,7.5
130,36,18,B6,JFK,BUF,247,2013-04-26 20:00:00,0.5
2120,-8,-6,US,LGA,BOS,278,2013-07-22 09:00:00,0.75
1054,33,-2,UA,EWR,LAX,2502,2013-08-26 13:00:00,-0.0606060606060606
389,6,-14,UA,JFK,SFO,2581,2013-05-22 18:00:00,-2.33333333333333
3730,20,-4,MQ,EWR,ORD,812,2013-03-20 18:00:00,-0.2
679,NA,NA, NA,JFK,PHX,2172,2013-12-18 10:00:00,1.55555555555556
1073,-6,-31,AA,LGA,MIA,1047,2013-01-11 13:00:00,5.16666666666667
1611,68,59,AA,LGA,MIA,1118,2013-07-10 17:00:00,0.86764705882353
1143,2,-26,UA,EWR,PBI,1115,2013-10-02 13:00:00,-13
983,-6,52,B6 ,LGA,TPA,917,2013-01-16 06:00:00,-8.66666666666667
621,-7,-48,US,JFK,PHX,NA,2013-09-30 06:00:00,6.85714285714286
3521,-5,-22,9E,JFK,ORD,640,2013-01-24 08:00:00,4.4
1729,-7,-42,DL,JFK,LAS,2209,2013-11-20 19:00:00,6
1605,42,25, UA,EWR,BOS,247,2013-04-08 12:00:00,0.595238095238095
1739,-8,-44,AA,EWR,DFW,1323,2013-05-18 09:00:00,5.5
4560,NA,-3,EV,EWR,DCA,225,2013-09-23 21:00:00,0.428571428571429
387,0,-29,UA,EWR,PDX,2402,2013-10-26 17:00:00,-Inf
802,0,-11,US,EWR,CLT,573,2013-07-05 15:00:00,-Inf
1357,8,-16,AA,JFK,SJU,1673,2013-12-02 08:00:00,-2
3504,-4,-22,9E,LGA,BUF,291,2013-10-31 16:00:00,5.5
2185,-6,NA,US ,LGA,DCA,132,2013-08-27 15:00:00,4.16666666666667
135,-3,-27, B6,JFK,PHX,2215,2013-08-15 20:00:00,9
300,18,38,AA,EWR,DFW,1378,2013-11-07 12:00:00,2.11111111111111
5148,-3,-13,EV,LGA,CVG,626,2013-04-17 13:00:00,4.33333333333333
926,16,-4,DL,EWR,ATL,647,2013-10-27 18:00:00,-0.25
1368,NA,-11,NA,LGA,BNA,768,2013-08-16 18:00:00,-Inf
15,-7,-13,US,JFK,PHX,2131,2013-07-22 06:00:00,1.85714285714286
842,-8,-11,DL,EWR,DTW,492,2013-08-23 16:00:00,1.375
587,-1,-23,UA,EWR,LAS,2292,2013-12-11 17:00:00,23
4264,-4,-15, EV,EWR,BTV,242,2013-02-13 12:00:00,3.75
573,5,13,B6,EWR,TPA,1095,2013-07-21 15:00:00,2.6
709,-2,-15,B6 ,JFK,SJU,1666,2013-03-11 06:00:00,7.5
147,-4,-17,B6,JFK,RSW,1050,2013-03-20 19:00:00,4.25
3783,42,51,MQ,JFK,CMH,474,2013-03-19 19:00:00,1.21428571428571
1099,-1,-17,B6,LGA,MCO,1035,2013-07-30 06:00:00,17
1499,NA,NA,DL,LGA,ATL,NA,2013-07-15 17:00:00,1.85714285714286
8,-2,-12,B6,JFK,PWM,315,2013-07-13 07:00:00,6
1943,-5,-25, WN,EWR,STL,920,2013-03-09 17:00:00,5
914,-2,27,DL,LGA,DEN,1620,2013-04-11 08:00:00,-13.5
279,-5,-25,UA,EWR,ORD,677,2013-09-28 07:00:00,5
3374,-4,-14,MQ,JFK,RDU,456,2013-10-05 19:00:00,3.5
1010,-4,-12,B6,JFK,BOS,138,2013-05-17 06:00:00,3
119,-7,-8,AA ,EWR,LAX,2394,2013-02-10 18:00:00,1.14285714285714
837,62,57,F9,LGA,DEN,1653,2013-08-29 17:00:00,0.919354838709677
4560,-7,-2,EV,EWR,PIT,390,2013-01-09 06:00:00,0.285714285714286
3910,NA,25, NA,JFK,RIC,356,2013-07-03 11:00:00,-2.77777777777778
2124,-9,-29,US,LGA,BOS,134,2013-04-01 11:00:00,3.22222222222222
169,10,17,VX,EWR,LAX,2406,2013-04-21 18:00:00,1.7
1639,6,-9,B6,LGA,RSW,1135,2013-09-18 13:00:00,-1.5
2405,1,-54,DL,JFK,PHX,2167,2013-08-25 18:00:00,-54
1265,7,NA,WN,EWR,STL,841,2013-10-09 07:00:00,-2.28571428571429
3535,-5,3,MQ,JFK,CMH,496,2013-09-15 20:00:00,-0.6
573,6,NA,B6,EWR,TPA,1088,2013-06-21 15:00:00,NA
1102,12,-9, UA ,EWR,IAH,1413,2013-12-20 05:00:00,-0.75
2314,6,1,AA,JFK,BOS,153,2013-10-02 20:00:00,0.166666666666667
201,NA,-23,B6,JFK,FLL,1110,2013-04-16 07:00:00,4.6
79,0,-11,B6,JFK,MCO,881,2013-02-21 06:00:00,-Inf
620,-6,-22,FL,LGA,ATL,710,2013-02-24 16:00:00,3.66666666666667
4571,62,51,EV,EWR,PWM,263,2013-01-18 15:00:00,0.82258064516129
1747,-7,-9,DL,LGA,ATL,716,2013-02-05 08:00:00,1.28571428571429
3440,-1,-28,9E,JFK,RDU,NA,2013-08-19 16:00:00,28
1815,2,-13, AA,JFK,MCO,869,2013-02-11 06:00:00,-6.5
415,27,1,VX,JFK,LAX,2403,2013-02-04 20:00:00,0.037037037037037
5048,-5,-17,EV,LGA,RIC,260,2013-06-12 20:00:00,3.4
1351,8,7,AA ,JFK,ORD,683,2013-01-23 17:00:00,0.875
